timestamp,price,amount,side
1780952970.027,0.02682,0.4,buy
1780952970.027,0.02682,0.445,buy
1780952970.033,0.02682,0.7417,buy
1780952970.061,0.02683,1.5916,buy
1780952970.101,0.02684,0.0514,buy
1780952970.165,0.02684,7.4634,buy
1780952970.232,0.02685,0.3622,buy
1780952970.24,0.02684,0.0072,sell
1780952970.255,0.02685,0.1755,buy
1780952970.256,0.02685,9.44,buy
1780952970.282,0.02685,1.57,buy
1780952970.283,0.02685,2.415,buy
1780952970.385,0.02685,1.87,buy
1780952970.409,0.02685,2.415,buy
1780952970.426,0.02685,8.7566,buy
1780952970.427,0.02685,0.3452,buy
1780952970.528,0.02685,0.0371,sell
1780952970.681,0.02685,0.0959,sell
1780952970.688,0.02685,0.0038,sell
1780952970.729,0.02685,0.0161,sell
1780952970.821,0.02685,0.0141,sell
